Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG0001324,2026-03-20 17:37:03,2026-04-06 17:37:03,2026-04-06 18:37:03,,,Normal,Medium,3 - Medium,Review,Software,Network Ops,Amit Desai,Mumbai,Procurement,Email Gateway,DB migration,No Conflict,Approved,Vendor dependency,Mar-2026,Q1-2026
CHG0001325,2026-05-24 23:34:03,2026-06-08 23:34:03,2026-06-09 01:34:03,,,Standard,Low,1 - Critical,Review,Access Management,DB Admins,Sneha Patil,Chennai,Legal,Load Balancer,Storage expansion,No Conflict,Approved,Awaiting approval,May-2026,Q2-2026
CHG0001326,2026-02-20 16:26:33,2026-02-28 16:26:33,2026-02-28 18:26:33,,,Emergency,High,4 - Low,Review,Network,L1 Support,Kavya Reddy,Chennai,Legal,Firewall-01,DB migration,No Conflict,Approved,Awaiting approval,Feb-2026,Q1-2026
CHG0001327,2026-05-31 11:26:43,2026-06-09 11:26:43,2026-06-09 18:26:43,,,Normal,Low,4 - Low,Review,Access Management,L1 Support,Pooja Iyer,Chennai,Marketing,VPN Gateway,SSL certificate renewal,No Conflict,Approved,Resource unavailable,May-2026,Q2-2026
CHG0001328,2026-03-20 22:07:12,2026-04-12 22:07:12,2026-04-12 23:07:12,2026-04-12 21:49:12,2026-04-13 02:49:12,Standard,Medium,2 - High,Implement,Software,L1 Support,Rahul Sharma,Delhi NCR,Operations,SAP Production,Load balancer config,No Conflict,Approved,Resource unavailable,Mar-2026,Q1-2026
CHG0001329,2026-02-24 22:22:46,2026-03-09 22:22:46,2026-03-10 02:22:46,2026-03-09 22:14:46,2026-03-10 01:14:46,Emergency,High,4 - Low,Implement,Email/Collaboration,L1 Support,Kavya Reddy,Mumbai,Finance,SAP Production,Load balancer config,Conflict Detected,Approved,Awaiting approval,Feb-2026,Q1-2026
CHG0001330,2026-05-02 20:27:42,2026-05-16 20:27:42,2026-05-17 00:27:42,2026-05-16 20:13:42,2026-05-16 23:13:42,Standard,High,1 - Critical,Closed,Security,L1 Support,Rohan Verma,Mumbai,Legal,SAP Production,Backup policy change,No Conflict,Approved,,May-2026,Q2-2026
CHG0001331,2026-04-23 09:30:27,2026-05-01 09:30:27,2026-05-01 10:30:27,2026-05-01 09:59:27,2026-05-01 14:59:27,Normal,Low,3 - Medium,Closed,Security,Infra Team,Sneha Patil,Pune,IT,SAP Production,DR failover test,Conflict Detected,Approved,Vendor dependency,Apr-2026,Q2-2026
CHG0001332,2026-01-30 10:50:13,2026-02-16 10:50:13,2026-02-16 14:50:13,2026-02-16 11:17:13,2026-02-16 15:17:13,Emergency,Low,4 - Low,Closed,Hardware,Network Ops,Sneha Patil,Kolkata,Legal,VPN Gateway,Network upgrade,No Conflict,Approved,,Jan-2026,Q1-2026
CHG0001333,2026-03-21 13:42:30,2026-03-31 13:42:30,2026-03-31 17:42:30,,,Standard,Low,4 - Low,Review,Hardware,DB Admins,Vikram Joshi,Delhi NCR,Sales,Active Directory,Middleware upgrade,Conflict Detected,Approved,,Mar-2026,Q1-2026
CHG0001334,2026-06-04 23:03:14,2026-07-02 23:03:14,2026-07-03 03:03:14,2026-07-02 23:03:14,2026-07-03 01:03:14,Normal,Medium,4 - Low,Closed,Access Management,DB Admins,Pooja Iyer,Mumbai,Procurement,SAP Production,OS patch deployment,No Conflict,Rejected,Resource unavailable,Jun-2026,Q2-2026
CHG0001335,2026-05-28 02:39:16,2026-06-14 02:39:16,2026-06-14 08:39:16,2026-06-14 03:02:16,2026-06-14 05:02:16,Normal,High,2 - High,Closed,Database,L2 Support,Amit Desai,Mumbai,Operations,VPN Gateway,Load balancer config,No Conflict,Approved,,May-2026,Q2-2026
CHG0001336,2026-02-13 16:28:47,2026-03-11 16:28:47,2026-03-11 17:28:47,,,Emergency,High,4 - Low,Authorize,Software,Infra Team,Rahul Sharma,Delhi NCR,Legal,Core Switch,OS patch deployment,Conflict Detected,Pending,Vendor dependency,Feb-2026,Q1-2026
CHG0001337,2026-01-25 08:36:29,2026-02-02 08:36:29,2026-02-02 14:36:29,,,Standard,Low,2 - High,Review,Security,Security Ops,Priya Menon,Chennai,Legal,SAP Production,Load balancer config,No Conflict,Approved,Vendor dependency,Jan-2026,Q1-2026
CHG0001338,2026-01-08 12:21:24,2026-01-20 12:21:24,2026-01-20 18:21:24,2026-01-20 12:45:24,2026-01-20 19:45:24,Normal,Low,2 - High,Closed,Hardware,Infra Team,Kavya Reddy,Mumbai,Operations,VPN Gateway,Firewall rule update,No Conflict,Approved,Testing required,Jan-2026,Q1-2026
CHG0001339,2026-02-08 19:50:29,2026-02-17 19:50:29,2026-02-17 21:50:29,2026-02-17 19:52:29,2026-02-17 21:52:29,Normal,Low,1 - Critical,Implement,Application,Network Ops,Anjali Singh,Hyderabad,Operations,Firewall-01,Middleware upgrade,No Conflict,Pending,Resource unavailable,Feb-2026,Q1-2026
CHG0001340,2026-05-16 10:02:01,2026-05-31 10:02:01,2026-05-31 17:02:01,2026-05-31 09:40:01,2026-05-31 13:40:01,Emergency,Low,1 - Critical,Implement,Network,L1 Support,Pooja Iyer,Pune,Operations,Firewall-01,Firewall rule update,No Conflict,Approved,,May-2026,Q2-2026
CHG0001341,2026-03-23 14:39:54,2026-04-20 14:39:54,2026-04-20 18:39:54,2026-04-20 15:03:54,2026-04-20 16:03:54,Standard,Low,1 - Critical,Closed,Database,Security Ops,Priya Menon,Kolkata,Operations,ERP Server,Backup policy change,No Conflict,Rejected,,Mar-2026,Q1-2026
CHG0001342,2026-02-03 10:49:20,2026-02-25 10:49:20,2026-02-25 18:49:20,,,Normal,Low,3 - Medium,Authorize,Security,Network Ops,Amit Desai,Mumbai,HR,ERP Server,DB migration,No Conflict,Approved,Testing required,Feb-2026,Q1-2026
CHG0001343,2026-05-23 09:58:54,2026-06-10 09:58:54,2026-06-10 16:58:54,,,Emergency,Medium,3 - Medium,Review,Application,L1 Support,Anjali Singh,Kolkata,Finance,Active Directory,Network upgrade,Conflict Detected,Approved,Vendor dependency,May-2026,Q2-2026
CHG0001344,2026-06-05 16:00:13,2026-06-20 16:00:13,2026-06-20 22:00:13,,,Emergency,Low,4 - Low,Authorize,Software,L1 Support,Priya Menon,Delhi NCR,Marketing,VPN Gateway,SSL certificate renewal,Conflict Detected,Approved,Testing required,Jun-2026,Q2-2026
CHG0001345,2026-02-04 14:40:21,2026-03-01 14:40:21,2026-03-01 20:40:21,2026-03-01 14:41:21,2026-03-01 16:41:21,Normal,Low,2 - High,Implement,Network,L2 Support,Amit Desai,Delhi NCR,Operations,Email Gateway,OS patch deployment,Conflict Detected,Approved,,Feb-2026,Q1-2026
CHG0001346,2026-03-11 12:13:50,2026-04-08 12:13:50,2026-04-08 17:13:50,,,Standard,Low,1 - Critical,Authorize,Application,Network Ops,Rahul Sharma,Bangalore,Operations,Oracle DB,Load balancer config,No Conflict,Rejected,Resource unavailable,Mar-2026,Q1-2026
CHG0001347,2026-02-16 20:33:10,2026-02-27 20:33:10,2026-02-28 03:33:10,,,Emergency,High,1 - Critical,Review,Database,L1 Support,Rahul Sharma,Bangalore,Procurement,Oracle DB,DR failover test,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001348,2026-05-10 02:05:07,2026-05-18 02:05:07,2026-05-18 06:05:07,2026-05-18 01:36:07,2026-05-18 03:36:07,Normal,Low,2 - High,Implement,Application,Infra Team,Kavya Reddy,Delhi NCR,Operations,Load Balancer,DB migration,No Conflict,Approved,Awaiting approval,May-2026,Q2-2026
CHG0001349,2026-01-25 19:11:33,2026-02-17 19:11:33,2026-02-17 23:11:33,2026-02-17 19:00:33,2026-02-17 23:00:33,Standard,Low,4 - Low,Implement,Application,Network Ops,Amit Desai,Pune,Operations,Load Balancer,Firewall rule update,Conflict Detected,Approved,Awaiting approval,Jan-2026,Q1-2026
CHG0001350,2026-01-06 15:14:20,2026-01-21 15:14:20,2026-01-21 16:14:20,,,Standard,Low,1 - Critical,Authorize,Database,L1 Support,Pooja Iyer,Mumbai,Legal,Email Gateway,Load balancer config,No Conflict,Approved,Awaiting approval,Jan-2026,Q1-2026
CHG0001351,2026-03-07 21:41:10,2026-03-26 21:41:10,2026-03-27 01:41:10,,,Normal,Low,2 - High,Review,Email/Collaboration,L1 Support,Deepak Nair,Chennai,Sales,Email Gateway,Storage expansion,No Conflict,Approved,Awaiting approval,Mar-2026,Q1-2026
CHG0001352,2026-04-21 15:12:45,2026-04-29 15:12:45,2026-04-29 21:12:45,2026-04-29 14:54:45,2026-04-29 21:54:45,Normal,High,3 - Medium,Implement,Email/Collaboration,App Support,Deepak Nair,Kolkata,Marketing,VPN Gateway,Backup policy change,No Conflict,Approved,Vendor dependency,Apr-2026,Q2-2026
CHG0001353,2026-03-14 01:32:24,2026-04-03 01:32:24,2026-04-03 05:32:24,2026-04-03 01:19:24,2026-04-03 02:19:24,Standard,High,2 - High,Closed,Security,Security Ops,Priya Menon,Mumbai,Sales,SAP Production,DB migration,No Conflict,Approved,,Mar-2026,Q1-2026
CHG0001354,2026-01-23 19:39:23,2026-02-18 19:39:23,2026-02-19 01:39:23,,,Standard,High,2 - High,Authorize,Software,Infra Team,Kavya Reddy,Hyderabad,Marketing,Load Balancer,Firewall rule update,No Conflict,Pending,Resource unavailable,Jan-2026,Q1-2026
CHG0001355,2026-02-06 09:23:25,2026-02-19 09:23:25,2026-02-19 10:23:25,2026-02-19 09:18:25,2026-02-19 17:18:25,Emergency,Low,2 - High,Closed,Database,App Support,Kavya Reddy,Pune,IT,Firewall-01,Firewall rule update,No Conflict,Approved,Testing required,Feb-2026,Q1-2026
CHG0001356,2026-02-24 17:00:14,2026-03-15 17:00:14,2026-03-15 23:00:14,2026-03-15 17:08:14,2026-03-15 22:08:14,Emergency,Medium,1 - Critical,Closed,Access Management,App Support,Deepak Nair,Kolkata,Procurement,VPN Gateway,Storage expansion,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001357,2026-02-16 13:53:43,2026-03-12 13:53:43,2026-03-12 19:53:43,2026-03-12 14:10:43,2026-03-12 18:10:43,Emergency,Medium,2 - High,Implement,Network,L2 Support,Rohan Verma,Delhi NCR,Marketing,Core Switch,Network upgrade,No Conflict,Approved,Testing required,Feb-2026,Q1-2026
CHG0001358,2026-02-13 12:21:55,2026-02-26 12:21:55,2026-02-26 19:21:55,2026-02-26 11:59:55,2026-02-26 16:59:55,Standard,High,3 - Medium,Implement,Software,L2 Support,Vikram Joshi,Delhi NCR,IT,ERP Server,Storage expansion,Conflict Detected,Pending,Vendor dependency,Feb-2026,Q1-2026
CHG0001359,2026-05-26 00:38:20,2026-06-20 00:38:20,2026-06-20 06:38:20,2026-06-20 00:49:20,2026-06-20 02:49:20,Standard,Medium,2 - High,Closed,Database,Network Ops,Anjali Singh,Bangalore,Sales,SAP Production,DR failover test,Conflict Detected,Approved,Testing required,May-2026,Q2-2026
CHG0001360,2026-02-07 02:57:15,2026-03-06 02:57:15,2026-03-06 06:57:15,,,Emergency,Medium,3 - Medium,Review,Security,DB Admins,Deepak Nair,Bangalore,HR,CRM Application,DR failover test,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001361,2026-04-09 02:14:20,2026-05-02 02:14:20,2026-05-02 08:14:20,,,Normal,Low,3 - Medium,Authorize,Application,App Support,Vikram Joshi,Bangalore,Marketing,CRM Application,Load balancer config,No Conflict,Pending,Resource unavailable,Apr-2026,Q2-2026
CHG0001362,2026-06-05 02:35:36,2026-06-14 02:35:36,2026-06-14 04:35:36,2026-06-14 02:58:36,2026-06-14 04:58:36,Normal,Low,1 - Critical,Implement,Network,DB Admins,Kavya Reddy,Kolkata,Marketing,Active Directory,SSL certificate renewal,No Conflict,Pending,Vendor dependency,Jun-2026,Q2-2026
CHG0001363,2026-05-09 06:27:26,2026-05-23 06:27:26,2026-05-23 13:27:26,,,Emergency,High,1 - Critical,Authorize,Database,L2 Support,Amit Desai,Hyderabad,Marketing,ERP Server,OS patch deployment,No Conflict,Approved,,May-2026,Q2-2026
CHG0001364,2026-05-20 21:33:37,2026-06-05 21:33:37,2026-06-06 00:33:37,,,Emergency,Low,4 - Low,Authorize,Software,Network Ops,Amit Desai,Pune,Operations,Firewall-01,Load balancer config,No Conflict,Approved,Resource unavailable,May-2026,Q2-2026
CHG0001365,2026-01-21 13:36:43,2026-02-08 13:36:43,2026-02-08 16:36:43,2026-02-08 13:19:43,2026-02-08 21:19:43,Emergency,High,4 - Low,Closed,Security,Network Ops,Rahul Sharma,Bangalore,Procurement,ERP Server,DR failover test,No Conflict,Approved,,Jan-2026,Q1-2026
CHG0001366,2026-04-16 06:27:59,2026-05-02 06:27:59,2026-05-02 09:27:59,,,Normal,Low,1 - Critical,Review,Access Management,App Support,Rohan Verma,Pune,Sales,CRM Application,Firewall rule update,No Conflict,Pending,Awaiting approval,Apr-2026,Q2-2026
CHG0001367,2026-05-13 00:44:24,2026-06-10 00:44:24,2026-06-10 04:44:24,2026-06-10 00:19:24,2026-06-10 02:19:24,Standard,High,1 - Critical,Closed,Hardware,L1 Support,Rahul Sharma,Mumbai,Sales,VPN Gateway,Backup policy change,Conflict Detected,Approved,Awaiting approval,May-2026,Q2-2026
CHG0001368,2026-05-12 15:43:57,2026-06-04 15:43:57,2026-06-04 16:43:57,2026-06-04 16:13:57,2026-06-04 23:13:57,Emergency,Low,3 - Medium,Implement,Database,L1 Support,Priya Menon,Hyderabad,HR,Active Directory,Backup policy change,No Conflict,Pending,Testing required,May-2026,Q2-2026
CHG0001369,2026-02-23 21:31:41,2026-03-18 21:31:41,2026-03-19 03:31:41,,,Standard,Low,1 - Critical,Review,Email/Collaboration,L1 Support,Sneha Patil,Mumbai,IT,CRM Application,Storage expansion,No Conflict,Rejected,Awaiting approval,Feb-2026,Q1-2026
CHG0001370,2026-05-19 06:01:16,2026-06-06 06:01:16,2026-06-06 12:01:16,,,Standard,High,3 - Medium,Cancelled,Software,L2 Support,Priya Menon,Pune,Operations,Firewall-01,OS patch deployment,No Conflict,Approved,,May-2026,Q2-2026
CHG0001371,2026-01-12 06:12:31,2026-01-30 06:12:31,2026-01-30 07:12:31,,,Emergency,High,1 - Critical,Review,Application,Security Ops,Deepak Nair,Chennai,Operations,SAP Production,Load balancer config,No Conflict,Approved,Awaiting approval,Jan-2026,Q1-2026
CHG0001372,2026-01-08 13:41:36,2026-01-28 13:41:36,2026-01-28 14:41:36,2026-01-28 13:52:36,2026-01-28 21:52:36,Normal,Medium,1 - Critical,Closed,Database,Security Ops,Vikram Joshi,Chennai,Marketing,Firewall-01,Middleware upgrade,No Conflict,Approved,Vendor dependency,Jan-2026,Q1-2026
CHG0001373,2026-05-03 00:08:56,2026-05-17 00:08:56,2026-05-17 01:08:56,2026-05-17 00:15:56,2026-05-17 06:15:56,Normal,High,3 - Medium,Closed,Database,L2 Support,Anjali Singh,Bangalore,Procurement,Email Gateway,Backup policy change,Conflict Detected,Approved,,May-2026,Q2-2026
CHG0001374,2026-04-17 00:01:30,2026-05-11 00:01:30,2026-05-11 03:01:30,2026-05-11 00:23:30,2026-05-11 05:23:30,Standard,Medium,1 - Critical,Implement,Software,App Support,Deepak Nair,Pune,Finance,Email Gateway,OS patch deployment,No Conflict,Approved,Awaiting approval,Apr-2026,Q2-2026
CHG0001375,2026-03-10 17:11:40,2026-03-22 17:11:40,2026-03-22 22:11:40,2026-03-22 17:33:40,2026-03-22 19:33:40,Standard,Low,3 - Medium,Implement,Access Management,Infra Team,Vikram Joshi,Kolkata,IT,ERP Server,DB migration,No Conflict,Approved,,Mar-2026,Q1-2026
CHG0001376,2026-04-18 21:22:34,2026-05-03 21:22:34,2026-05-04 01:22:34,2026-05-03 21:32:34,2026-05-04 05:32:34,Normal,Low,1 - Critical,Closed,Network,L1 Support,Kavya Reddy,Kolkata,IT,SAP Production,DB migration,Conflict Detected,Pending,,Apr-2026,Q2-2026
CHG0001377,2026-03-04 12:58:32,2026-03-22 12:58:32,2026-03-22 17:58:32,2026-03-22 13:21:32,2026-03-22 14:21:32,Standard,High,1 - Critical,Implement,Database,DB Admins,Kavya Reddy,Delhi NCR,Finance,Core Switch,Backup policy change,Conflict Detected,Approved,Resource unavailable,Mar-2026,Q1-2026
CHG0001378,2026-03-20 19:12:08,2026-04-03 19:12:08,2026-04-04 00:12:08,2026-04-03 19:35:08,2026-04-03 23:35:08,Standard,Medium,1 - Critical,Implement,Security,DB Admins,Amit Desai,Chennai,Legal,ERP Server,SSL certificate renewal,No Conflict,Pending,,Mar-2026,Q1-2026
CHG0001379,2026-04-29 23:04:25,2026-05-24 23:04:25,2026-05-25 06:04:25,,,Emergency,Medium,2 - High,Review,Network,Security Ops,Deepak Nair,Kolkata,HR,ERP Server,Storage expansion,No Conflict,Approved,,Apr-2026,Q2-2026
CHG0001380,2026-06-02 05:25:52,2026-06-09 05:25:52,2026-06-09 06:25:52,2026-06-09 05:44:52,2026-06-09 07:44:52,Standard,Low,3 - Medium,Implement,Security,Security Ops,Pooja Iyer,Mumbai,Sales,Email Gateway,DR failover test,No Conflict,Rejected,Vendor dependency,Jun-2026,Q2-2026
CHG0001381,2026-02-14 00:37:41,2026-03-09 00:37:41,2026-03-09 07:37:41,2026-03-09 00:16:41,2026-03-09 04:16:41,Normal,Medium,1 - Critical,Implement,Software,App Support,Pooja Iyer,Mumbai,Legal,Firewall-01,DB migration,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001382,2026-04-16 14:23:01,2026-05-03 14:23:01,2026-05-03 15:23:01,2026-05-03 14:46:01,2026-05-03 20:46:01,Standard,Low,4 - Low,Implement,Security,Security Ops,Sneha Patil,Delhi NCR,Marketing,SAP Production,DR failover test,No Conflict,Rejected,Testing required,Apr-2026,Q2-2026
CHG0001383,2026-01-26 17:18:02,2026-02-03 17:18:02,2026-02-03 21:18:02,2026-02-03 17:46:02,2026-02-04 01:46:02,Standard,High,2 - High,Implement,Email/Collaboration,L1 Support,Rahul Sharma,Hyderabad,Operations,Oracle DB,DB migration,No Conflict,Rejected,Vendor dependency,Jan-2026,Q1-2026
CHG0001384,2026-03-09 10:18:03,2026-03-30 10:18:03,2026-03-30 17:18:03,,,Standard,Low,1 - Critical,Review,Email/Collaboration,Infra Team,Priya Menon,Delhi NCR,HR,SAP Production,Middleware upgrade,No Conflict,Approved,Resource unavailable,Mar-2026,Q1-2026
CHG0001385,2026-04-21 15:17:05,2026-05-04 15:17:05,2026-05-04 22:17:05,2026-05-04 15:06:05,2026-05-04 20:06:05,Emergency,Low,2 - High,Implement,Email/Collaboration,DB Admins,Rohan Verma,Delhi NCR,IT,VPN Gateway,Backup policy change,Conflict Detected,Pending,Vendor dependency,Apr-2026,Q2-2026
CHG0001386,2026-05-17 21:04:55,2026-06-11 21:04:55,2026-06-12 03:04:55,,,Emergency,Medium,4 - Low,Authorize,Email/Collaboration,L2 Support,Sneha Patil,Pune,Finance,Oracle DB,Firewall rule update,No Conflict,Approved,Testing required,May-2026,Q2-2026
CHG0001387,2026-05-13 02:05:09,2026-05-25 02:05:09,2026-05-25 10:05:09,2026-05-25 01:42:09,2026-05-25 06:42:09,Normal,Medium,3 - Medium,Closed,Network,L2 Support,Anjali Singh,Kolkata,Sales,Load Balancer,Load balancer config,Conflict Detected,Approved,Awaiting approval,May-2026,Q2-2026
CHG0001388,2026-06-02 03:14:42,2026-06-26 03:14:42,2026-06-26 05:14:42,2026-06-26 03:16:42,2026-06-26 05:16:42,Emergency,High,4 - Low,Implement,Email/Collaboration,Infra Team,Kavya Reddy,Chennai,Marketing,CRM Application,SSL certificate renewal,No Conflict,Approved,Vendor dependency,Jun-2026,Q2-2026
CHG0001389,2026-04-04 05:36:46,2026-04-21 05:36:46,2026-04-21 07:36:46,2026-04-21 05:43:46,2026-04-21 12:43:46,Emergency,Low,3 - Medium,Implement,Network,L1 Support,Vikram Joshi,Chennai,Legal,Active Directory,Load balancer config,No Conflict,Approved,,Apr-2026,Q2-2026
CHG0001390,2026-02-19 13:02:34,2026-03-07 13:02:34,2026-03-07 15:02:34,2026-03-07 13:07:34,2026-03-07 19:07:34,Emergency,Medium,4 - Low,Implement,Software,L1 Support,Rohan Verma,Mumbai,Procurement,Email Gateway,SSL certificate renewal,No Conflict,Approved,Testing required,Feb-2026,Q1-2026
CHG0001391,2026-02-24 05:38:25,2026-03-15 05:38:25,2026-03-15 12:38:25,2026-03-15 05:34:25,2026-03-15 10:34:25,Normal,High,4 - Low,Closed,Application,Infra Team,Pooja Iyer,Bangalore,Finance,Firewall-01,OS patch deployment,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001392,2026-01-17 00:21:28,2026-02-10 00:21:28,2026-02-10 03:21:28,2026-02-10 00:25:28,2026-02-10 03:25:28,Normal,Low,2 - High,Implement,Security,Network Ops,Anjali Singh,Mumbai,Marketing,Core Switch,DR failover test,No Conflict,Approved,,Jan-2026,Q1-2026
CHG0001393,2026-03-07 18:10:59,2026-03-17 18:10:59,2026-03-17 21:10:59,2026-03-17 18:07:59,2026-03-17 21:07:59,Normal,High,4 - Low,Closed,Software,Network Ops,Sneha Patil,Delhi NCR,Procurement,VPN Gateway,Backup policy change,No Conflict,Approved,Testing required,Mar-2026,Q1-2026
CHG0001394,2026-03-25 15:28:54,2026-04-20 15:28:54,2026-04-20 21:28:54,2026-04-20 15:40:54,2026-04-20 16:40:54,Normal,High,3 - Medium,Closed,Network,DB Admins,Priya Menon,Chennai,Marketing,VPN Gateway,Middleware upgrade,No Conflict,Pending,Resource unavailable,Mar-2026,Q1-2026
CHG0001395,2026-03-16 19:57:52,2026-04-02 19:57:52,2026-04-02 20:57:52,2026-04-02 19:37:52,2026-04-03 00:37:52,Standard,Low,2 - High,Closed,Security,Network Ops,Vikram Joshi,Chennai,Legal,Load Balancer,DR failover test,No Conflict,Approved,Vendor dependency,Mar-2026,Q1-2026
CHG0001396,2026-05-04 02:10:20,2026-05-14 02:10:20,2026-05-14 05:10:20,,,Emergency,Low,3 - Medium,Authorize,Hardware,L1 Support,Pooja Iyer,Chennai,HR,CRM Application,Load balancer config,No Conflict,Approved,Awaiting approval,May-2026,Q2-2026
CHG0001397,2026-03-20 07:47:43,2026-04-01 07:47:43,2026-04-01 10:47:43,,,Emergency,Low,1 - Critical,Review,Database,L1 Support,Kavya Reddy,Chennai,Operations,SAP Production,DB migration,No Conflict,Approved,,Mar-2026,Q1-2026
CHG0001398,2026-03-01 13:37:20,2026-03-21 13:37:20,2026-03-21 18:37:20,2026-03-21 13:34:20,2026-03-21 14:34:20,Emergency,High,1 - Critical,Implement,Software,L1 Support,Deepak Nair,Chennai,Operations,Active Directory,Network upgrade,No Conflict,Approved,Vendor dependency,Mar-2026,Q1-2026
CHG0001399,2026-04-16 04:40:29,2026-05-07 04:40:29,2026-05-07 08:40:29,,,Emergency,High,1 - Critical,Review,Access Management,Infra Team,Sneha Patil,Delhi NCR,Procurement,CRM Application,Network upgrade,No Conflict,Approved,Vendor dependency,Apr-2026,Q2-2026
CHG0001400,2026-02-27 07:42:39,2026-03-18 07:42:39,2026-03-18 14:42:39,2026-03-18 07:29:39,2026-03-18 10:29:39,Normal,Low,3 - Medium,Implement,Database,Network Ops,Rahul Sharma,Pune,Finance,SAP Production,Middleware upgrade,No Conflict,Rejected,Resource unavailable,Feb-2026,Q1-2026
CHG0001401,2026-02-28 23:35:53,2026-03-28 23:35:53,2026-03-29 04:35:53,2026-03-28 23:31:53,2026-03-29 05:31:53,Standard,High,4 - Low,Closed,Application,Network Ops,Kavya Reddy,Mumbai,Legal,Active Directory,Firewall rule update,Conflict Detected,Approved,Resource unavailable,Feb-2026,Q1-2026
CHG0001402,2026-03-16 17:00:14,2026-03-24 17:00:14,2026-03-24 22:00:14,,,Normal,Low,2 - High,Cancelled,Database,L2 Support,Rahul Sharma,Mumbai,Operations,ERP Server,DR failover test,No Conflict,Pending,Testing required,Mar-2026,Q1-2026
